Aurorae	Noun	# {{inflection of|Aurōra||gen|s}}
Aurorae	Noun	# {{inflection of|Aurōra||nom|p}}
Aurorae	Noun	# {{inflection of|Aurōra||voc|p}}
Bacchi	Noun	# {{inflection of|Bacchus||gen|s}}
Bacchi	Noun	# {{inflection of|Bacchus||nom|p}}
Bacchi	Noun	# {{inflection of|Bacchus||voc|p}}
Bacchus	Proper noun	# Bacchus#English|Bacchus
Bacchus	Proper noun	# the vine
Bacchus	Proper noun	# wine
Caesar	Proper noun	# Name, notably that of w:Julius Caesar|Gaius Iulius Caesar.
Cerealia	Proper noun	# A festival in Ancient Rome, celebrated in April for the grain goddess Ceres.
Cupido	Noun	# {{context|Greek mythology}} Cupid; the god of love
Cyprum	Noun	# {{inflection of|Cyprus||acc}}
Cyprus	Proper noun	# {{l|en|Cyprus}}
Dido	Proper noun	# {{inflection of|Dīdō||voc|s}}
Dido	Proper noun	# {{l/en|Dido}}
Europa	Proper noun	# Europe
Europa	Proper noun	# {{context|Greek mythology}} #English|Europa (Phoenician princess abducted by Zeus)
Fides	Proper noun	# {{given name|gender=female|from=}}, a goddess.
Io	Proper noun	# {{context|mythology}} #English|Io, daughter of Inachus.
Iove	Noun	# {{inflection of|Iuppiter||abl|s}}
Iovem	Noun	# {{inflection of|Iuppiter||acc|s}}
Iovis	Noun	# {{inflection of|Iuppiter||gen|s}}
Italia	Proper noun	# Italy
Italia	Proper noun	# the Italian people
Italiam	Noun	# {{inflection of|Ītalia||acc|s}}
Iulius	Proper noun	# Julius; a Roman nomen gentile, gens or "family name".
Iuno	Proper noun	# Juno (the Roman equivalent of the Greeks' Hera, queen of the gods)
Iuppiter	Proper noun	# The god Jupiter.
Iuppiter	Proper noun	# The planet Jupiter.
Iuppiter	Proper noun	# {{context|poetic}} The sky.
Latium	Proper noun	# #English|Latium
Libya	Proper noun	# Africa, i.e. the part of North Africa known in classical antiquity.
Libyae	Noun	# {{inflection of|Libya||dat}}
Libyae	Noun	# {{inflection of|Libya||gen}}
Libyae	Noun	# {{inflection of|Libya||loc}}
Mars	Noun	# war, battle, conflict
Mars	Proper noun	# {{context|Roman god}} {{l|en|Mars}} (Roman god of war)
Mars	Proper noun	# {{l|en|Mars}} (planet)
Marte	Noun	# {{inflection of|Mars||abl|s}}
Musa	Proper noun	# Muse, one of the nine goddesses of liberal arts.
Oceano	Noun	# {{inflection of|Ōceanus||abl|s}}
Oceano	Noun	# {{inflection of|Ōceanus||dat|s}}
Orion	Proper noun	# {{context|Greek mythology}} #English|Orion.
Orion	Proper noun	# {{context|constellation}} The constellation #English|Orion.
Parca	Noun	# one of the Fates {{gloss|one of the three goddesses who control destiny}}
Parcas	Noun	# {{inflection of|Parca||acc|p}}
Priami	Proper noun	# {{inflection of|Priamus||gen|s}}
Priami	Proper noun	# {{inflection of|Priamus||loc|s}}
Priamus	Proper noun	# Priam
Q	Letter	# The seventeenth letter of the Latin alphabet
Quirinus	Proper noun	# {{context|Roman god}} An old Roman deity whose origin is uncertain.
R	Abbreviation	# Romanus
R	Abbreviation	# Rufus
Roma	Proper noun	# Rome
Roma	Proper noun	# {{inflection of|Rōma||abl}}
Romae	Proper noun	# {{inflection of|Rōma||dat}}
Romae	Proper noun	# {{inflection of|Rōma||gen}}
Romae	Proper noun	# {{inflection of|Rōma||loc}}
Romulus	Proper noun	# {{context|Roman mythology}} The legendary founder of Rome and the twin brother of Remus.
Troia	Proper noun	# Troy
Troiae	Noun	# {{inflection of|Trōia||dat}}
Troiae	Noun	# {{inflection of|Trōia||gen}}
Troiae	Noun	# {{inflection of|Trōia||loc}}
Troiam	Noun	# {{inflection of|Trōia||acc|s}}
U	Letter	# A letter of the Latin alphabet.
Veneris	Proper noun	# {{inflection of|Venus||gen|s}}
Venus	Proper noun	# {{l|en|Venus}}, Roman goddess of natural productivity.
Venus	Proper noun	# {{l|en|Venus}}, the second planet in our solar system.
a	Interjection	# ah
a	Letter	# {{context|sometimes with ''littera''}} the first letter of the Latin alphabet.
a	Noun	# {{non-gloss definition|The name of the letter ''{{l/la|A}}''.}}
a	Preposition	# of; from
ab	Preposition	# of, from, by, since (takes object in ablative case).
abdi	Verb	# {{conjugation of|abdō||pres|pass|inf}}
abdidit	Verb	# {{conjugation of|abdō||3|s|perf|act|ind}}
abdo	Verb	# I hide, conceal, keep secret, cover, suppress, sheathe.
abdo	Verb	# I remove, put away, set aside; banish.
abdo	Verb	# {{context|often with se}} I betake myself, go away, go and hide.
abeo	Verb	# I am transformed, metamorphosed.
abeo	Verb	# I depart, go away, go off.
abeo	Verb	# I pass from owner to owner.
abeo	Verb	# I retire from office.
abeo	Verb	# {{context|astronomy}} I set.
abest	Verb	# {{conjugation of|absum||3|s|pres|act|ind}}
abeunti	Participle	# {{inflection of|abiēns||adjectival|abl|f|s}}
abeunti	Participle	# {{inflection of|abiēns||adjectival|abl|m|s}}
abeunti	Participle	# {{inflection of|abiēns||adjectival|abl|n|s}}
abeunti	Participle	# {{inflection of|abiēns||dat|f|s}}
abeunti	Participle	# {{inflection of|abiēns||dat|m|s}}
abeunti	Participle	# {{inflection of|abiēns||dat|n|s}}
abeuntibus	Participle	# {{inflection of|abiēns||abl|f|p}}
abeuntibus	Participle	# {{inflection of|abiēns||abl|m|p}}
abeuntibus	Participle	# {{inflection of|abiēns||abl|n|p}}
abeuntibus	Participle	# {{inflection of|abiēns||dat|f|p}}
abeuntibus	Participle	# {{inflection of|abiēns||dat|m|p}}
abeuntibus	Participle	# {{inflection of|abiēns||dat|n|p}}
abiens	Participle	# departing, going away
abiens	Participle	# passing away, disappearing, ceasing
abiens	Participle	# retiring (from office)
abit	Verb	# {{conjugation of|abeo||3|s|pres|act|ind}}
aboleo	Verb	# I destroy, efface, abolish; terminate.
aboleo	Verb	# I retard, check the growth of.
aboleo	Verb	# {{context|in passive}} I die, decay.
abolere	Verb	# {{conjugation of|aboleō||pres|act|inf}}
abreptas	Participle	# {{inflection of|abreptus||acc|f|p}}
abreptus	Participle	# take away|taken away, snatched
absis	Verb	# {{conjugation of|absum||2|s|pres|act|sub}}
absistit	Verb	# {{conjugation of|absistō||3|s|pres|act|ind}}
absisto	Verb	# {{context|intransitive}} I desist, stop or cease from.
absisto	Verb	# {{context|intransitive}} I withdraw, depart, go away from.
absum	Verb	# I am away, I am absent
absumpta	Participle	# {{inflection of|absūmptus||abl|f|s}}
absumpta	Participle	# {{inflection of|absūmptus||acc|n|p}}
absumpta	Participle	# {{inflection of|absūmptus||nom|f|s}}
absumpta	Participle	# {{inflection of|absūmptus||nom|n|p}}
absumpta	Participle	# {{inflection of|absūmptus||voc|f|s}}
absumpta	Participle	# {{inflection of|absūmptus||voc|n|p}}
absumptus	Participle	# destroyed
absumptus	Participle	# diminished
ac	Conjunction	# and besides
ac	Conjunction	# and, and also, and even, and too
ac	Conjunction	# than
acantho	Noun	# {{inflection of|acanthus||abl|s}}
acantho	Noun	# {{inflection of|acanthus||dat|s}}
acanthus	Noun	# A plant known as bear's-foot (''Helleborus foetidus'').
acanthus	Noun	# A thorny evergreen tree.
accedere	Verb	# {{conjugation of|accēdō||pres|act|inf}}
accedo	Verb	# I advance, attack.
accedo	Verb	# I am added, join.
accedo	Verb	# I come near to or approach in resemblance; I am like, resemble.
accedo	Verb	# I enter upon, undertake.
accedo	Verb	# I give assent to, accede or assent to, agree with, approve of.
accedo	Verb	# I go or come toward, approach, reach.
accensa	Participle	# {{inflection of|accensus||abl|f|s}}
accensa	Participle	# {{inflection of|accensus||acc|n|p}}
accensa	Participle	# {{inflection of|accensus||nom|f|s}}
accensa	Participle	# {{inflection of|accensus||nom|n|p}}
accensa	Participle	# {{inflection of|accensus||voc|f|s}}
accensa	Participle	# {{inflection of|accensus||voc|n|p}}
accensus	Participle	# inflamed, aroused
accensus	Participle	# lit, kindled (fire)
accesse	Participle	# {{inflection of|accessus||voc|m|s}}
accesserit	Verb	# {{conjugation of|accēdō||3|s|fut|perf|act|ind}}
accesserit	Verb	# {{conjugation of|accēdō||3|s|perf|act|sub}}
accessus	Noun	# approach, arrival
accessus	Noun	# entry, admittance, audience
accessus	Noun	# onset
accessus	Participle	# advanced, attacked
accessus	Participle	# approached, reached
acci	Verb	# {{conjugation of|acciō||2|s|pres|act|imp}}
accingo	Verb	# I equip or provide (with)
accingo	Verb	# I gird on or about
accingo	Verb	# I prepare (for)
accingunt	Verb	# {{conjugation of|accingō||3|p|pres|act|ind}}
accio	Verb	# I summon, call for, fetch.
accio	Verb	# {{context|with mortem}} I kill myself, commit suicide.
accipe	Verb	# {{conjugation of|accipiō||2|s|pres|act|imp}}
accipi	Verb	# {{conjugation of|accipiō||pres|pass|inf}}
accipies	Verb	# {{conjugation of|accipiō||2|s|fut|act|ind}}
accipiet	Verb	# {{conjugation of|accipiō||3|s|fut|act|ind}}
accipio	Verb	# I hear (of), learn (of)
accipio	Verb	# I receive, accept
accipit	Verb	# {{conjugation of|accipiō||3|s|pres|act|ind}}
accipiunt	Verb	# {{conjugation of|accipiō||3|p|pres|act|ind}}
accumbere	Verb	# {{conjugation of|accumbō||pres|act|inf}}
accumbo	Verb	# {{context|intransitive}} I recline (at a table) or lie (on a bed).
accumbo	Verb	# {{context|transitive}} I take my place (at a table).
acer	Adjective	# keen, sagacious
acer	Adjective	# sharp, sour, bitter
acer	Noun	# maple tree
acer	Noun	# {{inflection of|acer||acc|s}}
acer	Noun	# {{inflection of|acer||voc|s}}
achate	Noun	# {{inflection of|achatēs||abl|s}}
achate	Noun	# {{inflection of|achatēs||voc|s}}
achaten	Noun	# {{inflection of|achatēs||acc|s}}
achates	Noun	# agate
acies	Noun	# battle line
acies	Noun	# sharp edge or point
acris	Adjective	# {{inflection of|ācer||f|gen|s}}
acris	Adjective	# {{inflection of|ācer||f|nom|s}}
acris	Adjective	# {{inflection of|ācer||f|voc|s}}
acris	Adjective	# {{inflection of|ācer||m|gen|s}}
acris	Adjective	# {{inflection of|ācer||n|gen|s}}
actam	Participle	# {{inflection of|āctus||acc|f|s}}
acti	Noun	# {{inflection of|āctus||gen|s}}
acti	Noun	# {{inflection of|āctus||nom|p}}
acti	Noun	# {{inflection of|āctus||voc|p}}
acti	Participle	# {{inflection of|āctus||gen|m|s}}
acti	Participle	# {{inflection of|āctus||gen|n|s}}
acti	Participle	# {{inflection of|āctus||nom|m|p}}
acti	Participle	# {{inflection of|āctus||voc|m|p}}
actos	Participle	# {{inflection of|actus||acc|m|p}}
actus	Noun	# act, action, doing, deed
actus	Noun	# path, cart track
actus	Noun	# performance,behavior
actus	Participle	# made, done, having been done.
acuto	Participle	# {{inflection of|acūtus||abl|m|s}}
acuto	Participle	# {{inflection of|acūtus||abl|n|p}}
acuto	Participle	# {{inflection of|acūtus||dat|m|s}}
acuto	Participle	# {{inflection of|acūtus||dat|n|s}}
acutus	Participle	# sharpened, made sharp, sharp, having been sharpened
ad	Preposition	# {{context|with accusative|direction}} toward, to, up to
addo	Verb	# I acquire.
addo	Verb	# I bring or add to; annex, augment.
addo	Verb	# I put, place, lay a person or thing to another.
addunt	Verb	# {{conjugation of|addō||3|p|pres|act|ind}}
adeo	Adverb	# (with ut) to such an extent that
adeo	Adverb	# so much, so greatly
adeo	Verb	# (''used reflexively'') I present (myself)
adeo	Verb	# I approach, go to.
adeo	Verb	# I attend (a performance).
adeo	Verb	# I undertake, undergo.
adfatur	Verb	# {{conjugation of|adfor||3|s|pres|act|ind}}
adfla	Verb	# {{conjugation of|adflō||1|s|pres|act|imp}}
adflarat	Verb	# {{conjugation of|adflō||3|s|pluperf|act|ind}}
adflictis	Adjective	# {{inflection of|adflīctus||abl|f|p}}
adflictis	Adjective	# {{inflection of|adflīctus||abl|m|p}}
adflictis	Adjective	# {{inflection of|adflīctus||abl|n|p}}
adflictis	Adjective	# {{inflection of|adflīctus||dat|f|p}}
adflictis	Adjective	# {{inflection of|adflīctus||dat|m|p}}
adflictis	Adjective	# {{inflection of|adflīctus||dat|n|p}}
adflictus	Adjective	# ruinous
adflictus	Adjective	# shattered
adflictus	Adjective	# wretched, distressed
adflo	Verb	# {{alternative form of|afflo|afflō}}
adfor	Verb	# {{alternative form of|affor}}
adgnoscit	Verb	# {{conjugation of|adgnoscō||3|s|pres|act|ind}}
adgnosco	Verb	# {{alternative form of|agnosco|agnoscō}}
adgnovit	Verb	# {{conjugation of|adgnoscō||3|s|perf|act|ind}}
adhuc	Adverb	# again; furthermore; moreover; besides (''used in scholasticism|scholastic debates to introduce a further point in one's argument'')
adhuc	Adverb	# even as, while still
adhuc	Adverb	# so far, thus far, hitherto, still
adire	Verb	# {{conjugation of|adeō||pres|act|inf}}
adloqui	Verb	# {{conjugation of|adloquor||pres|act|inf}}
adloquitur	Verb	# {{conjugation of|adloquor||3|s|pres|act|ind}}
adloquor	Verb	# {{alternative form of|alloquor}}
adnavi	Verb	# {{conjugation of|adnō||1|s|perf|act|ind}}
adnavimus	Verb	# {{conjugation of|adnō||1|p|perf|act|ind}}
adno	Verb	# I come to, approach.
adno	Verb	# I swim or sail to, towards or along.
adno	Verb	# I swim with or along with.
adnuis	Verb	# {{conjugation of|adnuō||2|s|pres|act|ind}}
adnuo	Verb	# I favour or designate with a nod.
adnuo	Verb	# I nod assent, approve, consent, allow.
adnuo	Verb	# I promise, grant.
adoleo	Verb	# I consume or destroy by fire, burn.
adoleo	Verb	# I emit an odor, smell.
adoleo	Verb	# I magnify or pile up with for sacrifice; burn, sacrifice.
adolere	Verb	# {{conjugation of|adoleō||pres|act|inf}}
adoret	Verb	# {{conjugation of|adōrō||3|s|pres|act|sub}}
adoro	Verb	# I bring an accusation, accuse.
adoro	Verb	# I speak to someone to obtain something; ask, entreat, pray to, beseech, implore, plead.
adoro	Verb	# I speak to, accost, address; negotiate a matter with.
adoro	Verb	# {{context|in a non-religious sense}} I admire, esteem highly, marvel at, reverence.
adoro	Verb	# {{context|religion|of gods or related objects}} I reverence, honor, worship, adore.
adparent	Verb	# {{conjugation of|adparō||3|p|pres|act|sub}}
adparo	Verb	# {{alternative form of|apparo|apparō}}
adpello	Verb	# {{alternative form of|appello}}
adpulit	Verb	# {{conjugation of|adpellō||3|s|perf|act|ind}}
adsisto	Verb	# {{alternative form of|assisto|assistō}}
adsit	Verb	# {{conjugation of|adsum||3|s|pres|act|sub}}
adspirans	Participle	# {{alternative form of|aspirans|aspīrāns}}
adstant	Verb	# {{conjugation of|adstō||3|p|pres|act|ind}}
adstitit	Verb	# {{conjugation of|adsistō||3|s|perf|act|ind}}
adsto	Verb	# {{alternative form of|asto|astō}}
adsum	Verb	# {{context|with dative}} I am present
adsum	Verb	# {{context|with dative}} I arrive
adsum	Verb	# {{context|with dative}} I attend
adsurgens	Participle	# {{alternative form of|assurgens|assurgēns}}
adultos	Participle	# {{inflection of|adultus||acc|m|p}}
adultus	Participle	# consumed or destroyed by fire, having been destroyed by fire
adultus	Participle	# grown up, matured, adult
adultus	Participle	# magnified or pile up|piled up with for sacrifice; burned, sacrificed, having been sacrificed
advecti	Participle	# {{inflection of|advectus||gen|m|s}}
advecti	Participle	# {{inflection of|advectus||gen|n|s}}
advecti	Participle	# {{inflection of|advectus||nom|m|p}}
advecti	Participle	# {{inflection of|advectus||voc|m|p}}
advectus	Participle	# brought to, imported
adveneris	Verb	# {{conjugation of|adveniō||2|s|fut|perf|act|ind}}
adveneris	Verb	# {{conjugation of|adveniō||2|s|perf|act|sub}}
advenio	Verb	# I arrive.
adversa	Participle	# {{inflection of|adversus||abl|f|s}}
adversa	Participle	# {{inflection of|adversus||acc|n|p}}
adversa	Participle	# {{inflection of|adversus||nom|f|s}}
adversa	Participle	# {{inflection of|adversus||nom|n|p}}
adversa	Participle	# {{inflection of|adversus||voc|f|s}}
adversas	Participle	# {{inflection of|adversus||acc|f|p}}
adversus	Participle	# set opposite, adverse, having been set against.
adversus	Participle	# turned toward, having been turned toward.
aeger	Adjective	# sick, ill
aeger	Adjective	# {{context|figuratively}} anxious, troubled, sad
aeger	Adjective	# {{context|figuratively}} difficult, reluctant, troublesome
aeger	Noun	# sick person, invalid
aegram	Adjective	# {{inflection of|aeger||acc|f|s}}
aena	Adjective	# {{inflection of|aēnus||abl|f|s}}
aena	Adjective	# {{inflection of|aēnus||acc|n|p}}
aena	Adjective	# {{inflection of|aēnus||nom|f|s}}
aena	Adjective	# {{inflection of|aēnus||nom|n|p}}
aena	Adjective	# {{inflection of|aēnus||voc|f|s}}
aena	Adjective	# {{inflection of|aēnus||voc|n|p}}
aeneae	Adjective	# {{inflection of|aēneus||dat|f|s}}
aeneae	Adjective	# {{inflection of|aēneus||gen|f|s}}
aeneae	Adjective	# {{inflection of|aēneus||nom|f|p}}
aeneae	Adjective	# {{inflection of|aēneus||voc|f|p}}
aeneas	Adjective	# {{inflection of|aēneus||acc|f|p}}
aeneus	Adjective	# brazen
aeneus	Adjective	# copper, bronze (attributive)
aenis	Adjective	# {{inflection of|aēnus||abl|f|p}}
aenis	Adjective	# {{inflection of|aēnus||abl|m|p}}
aenis	Adjective	# {{inflection of|aēnus||abl|n|p}}
aenis	Adjective	# {{inflection of|aēnus||dat|f|p}}
aenis	Adjective	# {{inflection of|aēnus||dat|m|p}}
aenis	Adjective	# {{inflection of|aēnus||dat|n|p}}
aenus	Adjective	# copper, bronze (attributive)
aequa	Adjective	# {{inflection of|aequus||abl|f|s}}
aequa	Adjective	# {{inflection of|aequus||acc|n|p}}
aequa	Adjective	# {{inflection of|aequus||nom|f|s}}
aequa	Adjective	# {{inflection of|aequus||nom|n|p}}
aequa	Adjective	# {{inflection of|aequus||voc|f|s}}
aequa	Adjective	# {{inflection of|aequus||voc|n|p}}
aequa	Verb	# {{conjugation of|aequō||1|s|pres|act|imp}}
aequabat	Verb	# {{conjugation of|aequō||3|s|imperf|act|ind}}
aequae	Adjective	# {{inflection of|aequus||dat|f|s}}
aequae	Adjective	# {{inflection of|aequus||gen|f|s}}
aequae	Adjective	# {{inflection of|aequus||nom|f|p}}
aequae	Adjective	# {{inflection of|aequus||voc|f|p}}
aequet	Verb	# {{conjugation of|aequō||3|s|pres|act|sub}}
aequo	Adjective	# {{inflection of|aequus||abl|m|s}}
aequo	Adjective	# {{inflection of|aequus||abl|n|s}}
aequo	Adjective	# {{inflection of|aequus||dat|m|s}}
aequo	Adjective	# {{inflection of|aequus||dat|n|s}}
aequo	Noun	# {{inflection of|aequum||abl|s}}
aequo	Noun	# {{inflection of|aequum||dat|s}}
aequo	Verb	# I become equal with.
aequo	Verb	# I compare; I place on equal footing with.
aequo	Verb	# I make equal to something else.
aequo	Verb	# I make fair or right.
aequo	Verb	# I make level or smooth.
aequor	Noun	# the sea
aequor	Verb	# {{conjugation of|aequō||1|s|pres|pass|ind}}
aequora	Noun	# {{inflection of|aequor||acc|p}}
aequora	Noun	# {{inflection of|aequor||nom|p}}
aequora	Noun	# {{inflection of|aequor||voc|p}}
aequore	Noun	# {{inflection of|aequor||abl|s}}
aequus	Adjective	# calm
aequus	Adjective	# equal
aequus	Adjective	# fair, impartial
aequus	Adjective	# level, even
aer	Noun	# air
aera	Noun	# {{inflection of|aes||acc|p}}
aera	Noun	# {{inflection of|aes||nom|p}}
aera	Noun	# {{inflection of|aes||voc|p}}
aera	Noun	# {{inflection of|āēr||acc|s}}
aere	Noun	# {{inflection of|aes||abl|s}}
aere	Noun	# {{inflection of|āēr||abl|s}}
aerea	Adjective	# {{inflection of|aereus||abl|f|s}}
aerea	Adjective	# {{inflection of|aereus||acc|n|p}}
aerea	Adjective	# {{inflection of|aereus||nom|f|s}}
aerea	Adjective	# {{inflection of|aereus||nom|n|p}}
aerea	Adjective	# {{inflection of|aereus||voc|f|s}}
aerea	Adjective	# {{inflection of|aereus||voc|n|p}}
aereus	Adjective	# copper, bronze (attributive)
aes	Noun	# copper, bronze, brass
aes	Noun	# money, pay, fee, fare
aes	Noun	# payment, debt
aestas	Noun	# summer
aestate	Noun	# {{inflection of|aestās||abl|s}}
aestus	Noun	# fire
aestus	Noun	# heat
aestus	Noun	# tide
aetas	Noun	# lifetime, age
aetas	Noun	# {{context|metonymic}} a generation
aetate	Noun	# {{inflection of|aetās||abl|s}}
aeternis	Adjective	# {{inflection of|aeternus||abl|f|p}}
aeternis	Adjective	# {{inflection of|aeternus||abl|m|p}}
aeternis	Adjective	# {{inflection of|aeternus||abl|n|p}}
aeternis	Adjective	# {{inflection of|aeternus||dat|f|p}}
aeternis	Adjective	# {{inflection of|aeternus||dat|m|p}}
aeternis	Adjective	# {{inflection of|aeternus||dat|n|p}}
aeternum	Adverb	# eternally, always, perpetually, constantly
aeternus	Adjective	# eternal, endless
aeternus	Adjective	# immortal
aeternus	Adjective	# permanent, lasting, perpetual
aether	Noun	# the air or sky; light of day
aether	Noun	# the brightness or ethereal matter surrounding a deity
aether	Noun	# the upper world, the earth (as opposed to the lower world)
aether	Noun	# the upper, pure, bright air; ether; the heavens
aethera	Noun	# {{inflection of|aethēr||nom|p}}
aethere	Noun	# {{inflection of|aethēr||abl|s}}
aetheria	Adjective	# {{inflection of|aetherius||abl|f|s}}
aetheria	Adjective	# {{inflection of|aetherius||acc|n|p}}
aetheria	Adjective	# {{inflection of|aetherius||nom|f|s}}
aetheria	Adjective	# {{inflection of|aetherius||nom|n|p}}
aetheria	Adjective	# {{inflection of|aetherius||voc|f|s}}
aetherius	Adjective	# Of or pertaining to heaven; celestial, heavenly; sent by heaven; divine.
aetherius	Adjective	# Of or pertaining to the ether, the sky, or the air or upper air; ethereal; aloft.
aetherius	Adjective	# Of or pertaining to the upper world or of the world of the living.
africus	Adjective	# African
age	Verb	# {{conjugation of|agō||2|s|pres|act|imp}}
agens	Participle	# doing, acting, making
agens	Participle	# driving
ager	Noun	# field, farm
ager	Noun	# land, estate, park
ager	Noun	# soil
ager	Noun	# terrain
ager	Noun	# territory, country
ager	Noun	# {{inflection of|ager||voc|s}}
agetur	Verb	# {{conjugation of|agō||3|s|fut|pass|ind}}
agger	Noun	# causeway, pier, dam, dyke
agger	Noun	# rampart, bulwark (or the materials used to make one)
aggere	Noun	# {{inflection of|agger||abl|s}}
agite	Verb	# {{conjugation of|agō||2|p|pres|act|imp}}
agmen	Noun	# a train of something; multitude, host, crowd, flock
agmen	Noun	# an army, column, troop, band; line of troops
agmen	Noun	# {{context|of an army}} procession, march, progress, movement
agmen	Noun	# {{context|of water}} stream, course, current, motion
agmina	Noun	# {{inflection of|agmen||acc|p}}
agmina	Noun	# {{inflection of|agmen||nom|p}}
agmina	Noun	# {{inflection of|agmen||voc|p}}
agmine	Noun	# {{inflection of|agmen||abl|s}}
agnos	Noun	# {{inflection of|agnus||acc|p}}
agnus	Noun	# a lamb, especially one used as a sacrifice
ago	Verb	# I accomplish, manage, achieve.
ago	Verb	# I chase, pursue.
ago	Verb	# I discuss, plead, deliberate.
ago	Verb	# I do, act, make.
ago	Verb	# I drive at, pursue (a course of action).
ago	Verb	# I drive, conduct.
ago	Verb	# I guide, govern, administer.
ago	Verb	# I perform, transact.
ago	Verb	# I push, move, impel.
ago	Verb	# I rob, steal, plunder, carry off.
ago	Verb	# I stir up, excite, cause, induce.
ago	Verb	# I think upon; I am occupied with.
ago	Verb	# {{context|of offerings}} I slay, kill (as a sacrifice).
ago	Verb	# {{context|of plants}} I put forth, sprout, extend.
ago	Verb	# {{context|of time}} I pass, spend.
agri	Noun	# {{inflection of|ager||gen|s}}
agri	Noun	# {{inflection of|ager||nom|p}}
agri	Noun	# {{inflection of|ager||voc|p}}
aio	Verb	# {{context|defective}} I say, I assert, I say yes, I say no, I affirm, I assent
ait	Verb	# it is said (that)
ait	Verb	# {{conjugation of|āiō||3|s|pres|act|ind}}
ala	Noun	# armpit
ala	Noun	# the hollow where a limb joins the trunk of an animal or tree
ala	Noun	# wing (as of a bird)
ala	Noun	# {{context|architecture}} wings off the main room, side porches, waiting areas
ala	Noun	# {{context|military}} wing of an army, cavalry force (usually deployed on an army's flank)
ala	Noun	# {{inflection of|āla||abl|s}}
ala	Noun	# {{inflection of|āla||voc|s}}
alarum	Noun	# {{inflection of|āla||gen|p}}
alas	Noun	# {{inflection of|āla||acc|p}}
alas	Verb	# {{conjugation of|alō||2|s|pres|act|sub}}
alba	Adjective	# {{inflection of|albus||abl|f|s}}
alba	Adjective	# {{inflection of|albus||acc|n|p}}
alba	Adjective	# {{inflection of|albus||nom|f|s}}
alba	Adjective	# {{inflection of|albus||nom|n|p}}
alba	Adjective	# {{inflection of|albus||voc|f|s}}
alba	Adjective	# {{inflection of|albus||voc|n|p}}
alba	Noun	# a white precious stone, the {{l/en|pearl}}
alba	Noun	# {{inflection of|alba||abl|s}}
alba	Noun	# {{inflection of|alba||voc|s}}
albam	Adjective	# {{inflection of|albus||acc|f|s}}
albam	Noun	# {{inflection of|alba||acc|s}}
albus	Adjective	# clear, bright
albus	Adjective	# pale, fair, gray, hoary
albus	Adjective	# white (without lustre)
albus	Adjective	# {{context|figuratively}} favorable, fortunate, auspicious, propitious
